id,day,hour,minute,sensor_shutter,sensor_light,dayWeek
31,2,7,45,1,0,1
32,2,8,0,1,0,1
33,2,8,15,1,0,1
34,2,8,30,1,0,1
35,2,8,45,1,0,1
36,2,9,0,1,0,1
37,2,9,15,1,0,1
38,2,9,30,1,0,1
39,2,9,45,1,0,1
40,2,10,0,1,0,1
41,2,10,15,1,0,1
42,2,10,30,1,0,1
43,2,10,45,1,0,1
44,2,11,0,1,0,1
45,2,11,15,1,0,1
46,2,11,30,1,0,1
47,2,11,45,1,0,1
48,2,12,0,1,0,1
49,2,12,15,1,0,1
50,2,12,30,1,0,1
51,2,12,45,1,0,1
52,2,13,0,1,0,1
53,2,13,15,1,0,1
54,2,13,30,1,0,1
55,2,13,45,1,0,1
56,2,14,0,1,0,1
57,2,14,15,1,0,1
58,2,14,30,1,0,1
59,2,14,45,1,0,1
60,2,15,0,1,0,1
61,2,15,15,1,0,1
62,2,15,30,1,0,1
63,2,15,45,1,0,1
64,2,16,0,1,0,1
65,2,16,15,1,0,1
66,2,16,30,1,0,1
67,2,16,45,1,0,1
68,2,17,0,1,0,1
69,2,17,15,1,0,1
70,2,17,30,1,0,1
71,2,17,45,1,0,1
72,2,18,0,1,0,1
73,2,18,15,1,0,1
74,2,18,30,1,0,1
75,2,18,45,1,0,1
76,2,19,0,0,0,1
77,2,19,15,0,1,1
78,2,19,30,0,0,1
79,2,19,45,0,1,1
80,2,20,0,0,0,1
81,2,20,15,0,1,1
82,2,20,30,0,1,1
83,2,20,45,0,1,1
84,2,21,0,0,1,1
85,2,21,15,0,1,1
86,2,21,30,0,1,1
87,2,21,45,0,1,1
88,2,22,0,0,1,1
89,2,22,15,0,1,1
90,2,22,30,0,1,1
91,2,22,45,0,1,1
92,2,23,0,0,1,1
93,2,23,15,0,0,1
94,2,23,30,0,0,1
95,2,23,45,0,0,1
0,3,0,0,0,0,2
1,3,0,15,0,0,2
2,3,0,30,0,0,2
3,3,0,45,0,0,2
4,3,1,0,0,0,2
5,3,1,15,0,0,2
6,3,1,30,0,0,2
7,3,1,45,0,0,2
8,3,2,0,0,0,2
9,3,2,15,0,0,2
10,3,2,30,0,0,2
11,3,2,45,0,0,2
12,3,3,0,0,0,2
13,3,3,15,0,0,2
14,3,3,30,0,0,2
15,3,3,45,0,0,2
16,3,4,0,0,0,2
17,3,4,15,0,0,2
18,3,4,30,0,0,2
19,3,4,45,0,0,2
20,3,5,0,0,0,2
21,3,5,15,0,0,2
22,3,5,30,0,0,2
23,3,5,45,0,0,2
24,3,6,0,0,0,2
25,3,6,15,0,0,2
26,3,6,30,0,0,2
27,3,6,45,0,0,2
28,3,7,0,0,0,2
29,3,7,15,0,0,2
30,3,7,30,0,0,2
31,3,7,45,1,0,2
32,3,8,0,1,0,2
33,3,8,15,1,0,2
34,3,8,30,1,0,2
35,3,8,45,1,0,2
36,3,9,0,1,0,2
37,3,9,15,1,0,2
38,3,9,30,1,0,2
39,3,9,45,1,0,2
40,3,10,0,1,0,2
41,3,10,15,1,0,2
42,3,10,30,1,0,2
43,3,10,45,1,0,2
44,3,11,0,1,0,2
45,3,11,15,1,0,2
46,3,11,30,1,0,2
47,3,11,45,1,0,2
48,3,12,0,1,0,2
49,3,12,15,1,0,2
50,3,12,30,1,0,2
51,3,12,45,1,0,2
52,3,13,0,1,0,2
53,3,13,15,1,0,2
54,3,13,30,1,0,2
55,3,13,45,1,0,2
56,3,14,0,1,0,2
57,3,14,15,1,0,2
58,3,14,30,1,0,2
59,3,14,45,1,0,2
60,3,15,0,1,0,2
61,3,15,15,1,0,2
62,3,15,30,1,0,2
63,3,15,45,1,0,2
64,3,16,0,1,0,2
65,3,16,15,1,0,2
66,3,16,30,1,0,2
67,3,16,45,1,0,2
68,3,17,0,1,0,2
69,3,17,15,1,0,2
70,3,17,30,1,0,2
71,3,17,45,1,0,2
72,3,18,0,1,0,2
73,3,18,15,1,0,2
74,3,18,30,1,0,2
75,3,18,45,0,0,2
76,3,19,0,1,1,2
77,3,19,15,0,0,2
78,3,19,30,0,1,2
79,3,19,45,0,1,2
80,3,20,0,0,1,2
81,3,20,15,0,1,2
82,3,20,30,0,1,2
83,3,20,45,0,1,2
84,3,21,0,0,1,2
85,3,21,15,0,1,2
86,3,21,30,0,1,2
87,3,21,45,0,1,2
88,3,22,0,0,1,2
89,3,22,15,0,1,2
90,3,22,30,0,1,2
91,3,22,45,0,1,2
92,3,23,0,0,0,2
93,3,23,15,0,1,2
94,3,23,30,0,0,2
95,3,23,45,0,0,2
0,4,0,0,0,0,3
1,4,0,15,0,0,3
2,4,0,30,0,0,3
3,4,0,45,0,0,3
4,4,1,0,0,0,3
5,4,1,15,0,0,3
6,4,1,30,0,0,3
7,4,1,45,0,0,3
8,4,2,0,0,0,3
9,4,2,15,0,0,3
10,4,2,30,0,0,3
11,4,2,45,0,0,3
12,4,3,0,0,0,3
13,4,3,15,0,0,3
14,4,3,30,0,0,3
15,4,3,45,0,0,3
16,4,4,0,0,0,3
17,4,4,15,0,0,3
18,4,4,30,0,0,3
19,4,4,45,0,0,3
20,4,5,0,0,0,3
21,4,5,15,0,0,3
22,4,5,30,0,0,3
23,4,5,45,0,0,3
24,4,6,0,0,0,3
25,4,6,15,0,0,3
26,4,6,30,0,0,3
27,4,6,45,0,0,3
28,4,7,0,0,0,3
29,4,7,15,0,0,3
30,4,7,30,0,0,3
31,4,7,45,1,0,3
32,4,8,0,1,0,3
33,4,8,15,1,0,3
34,4,8,30,1,0,3
35,4,8,45,1,0,3
36,4,9,0,1,0,3
37,4,9,15,1,0,3
38,4,9,30,1,0,3
39,4,9,45,1,0,3
40,4,10,0,1,0,3
41,4,10,15,1,0,3
42,4,10,30,1,0,3
43,4,10,45,1,0,3
44,4,11,0,1,0,3
45,4,11,15,1,0,3
46,4,11,30,1,0,3
47,4,11,45,1,0,3
48,4,12,0,1,0,3
49,4,12,15,1,0,3
50,4,12,30,1,0,3
51,4,12,45,1,0,3
52,4,13,0,1,0,3
53,4,13,15,1,0,3
54,4,13,30,1,0,3
55,4,13,45,1,0,3
56,4,14,0,1,0,3
57,4,14,15,1,0,3
58,4,14,30,1,0,3
59,4,14,45,1,0,3
60,4,15,0,1,0,3
61,4,15,15,1,0,3
62,4,15,30,1,0,3
63,4,15,45,1,0,3
64,4,16,0,1,0,3
65,4,16,15,1,0,3
66,4,16,30,1,0,3
67,4,16,45,1,0,3
68,4,17,0,1,0,3
69,4,17,15,1,0,3
70,4,17,30,1,0,3
71,4,17,45,1,0,3
72,4,18,0,1,0,3
73,4,18,15,1,0,3
74,4,18,30,1,0,3
75,4,18,45,1,0,3
76,4,19,0,1,0,3
77,4,19,15,0,1,3
78,4,19,30,0,0,3
79,4,19,45,0,0,3
80,4,20,0,0,1,3
81,4,20,15,0,1,3
82,4,20,30,0,1,3
83,4,20,45,0,1,3
84,4,21,0,0,1,3
85,4,21,15,0,1,3
86,4,21,30,0,1,3
87,4,21,45,0,1,3
88,4,22,0,0,1,3
89,4,22,15,0,1,3
90,4,22,30,0,1,3
91,4,22,45,0,1,3
92,4,23,0,0,0,3
93,4,23,15,0,0,3
94,4,23,30,0,0,3
95,4,23,45,0,0,3
0,5,0,0,0,0,4
1,5,0,15,0,0,4
2,5,0,30,0,0,4
3,5,0,45,0,0,4
4,5,1,0,0,0,4
5,5,1,15,0,0,4
6,5,1,30,0,0,4
7,5,1,45,0,0,4
8,5,2,0,0,0,4
9,5,2,15,0,0,4
10,5,2,30,0,0,4
11,5,2,45,0,0,4
12,5,3,0,0,0,4
13,5,3,15,0,0,4
14,5,3,30,0,0,4
15,5,3,45,0,0,4
16,5,4,0,0,0,4
17,5,4,15,0,0,4
18,5,4,30,0,0,4
19,5,4,45,0,0,4
20,5,5,0,0,0,4
21,5,5,15,0,0,4
22,5,5,30,0,0,4
23,5,5,45,0,0,4
24,5,6,0,0,0,4
25,5,6,15,0,0,4
26,5,6,30,0,0,4
27,5,6,45,0,0,4
28,5,7,0,0,0,4
29,5,7,15,0,0,4
30,5,7,30,1,0,4
31,5,7,45,1,0,4
32,5,8,0,1,0,4
33,5,8,15,1,0,4
34,5,8,30,1,0,4
35,5,8,45,1,0,4
36,5,9,0,1,0,4
37,5,9,15,1,0,4
38,5,9,30,1,0,4
39,5,9,45,1,0,4
40,5,10,0,1,0,4
41,5,10,15,1,0,4
42,5,10,30,1,0,4
43,5,10,45,1,0,4
44,5,11,0,1,0,4
45,5,11,15,1,0,4
46,5,11,30,1,0,4
47,5,11,45,1,0,4
48,5,12,0,1,0,4
49,5,12,15,1,0,4
50,5,12,30,1,0,4
51,5,12,45,1,0,4
52,5,13,0,1,0,4
53,5,13,15,1,0,4
54,5,13,30,1,0,4
55,5,13,45,1,0,4
56,5,14,0,1,0,4
57,5,14,15,1,0,4
58,5,14,30,1,0,4
59,5,14,45,1,0,4
60,5,15,0,1,0,4
61,5,15,15,1,0,4
62,5,15,30,1,0,4
63,5,15,45,1,0,4
64,5,16,0,1,0,4
65,5,16,15,1,0,4
66,5,16,30,1,0,4
67,5,16,45,1,0,4
68,5,17,0,1,0,4
69,5,17,15,1,0,4
70,5,17,30,1,0,4
71,5,17,45,1,0,4
72,5,18,0,1,0,4
73,5,18,15,1,0,4
74,5,18,30,1,0,4
75,5,18,45,1,1,4
76,5,19,0,1,0,4
77,5,19,15,0,0,4
78,5,19,30,0,1,4
79,5,19,45,0,0,4
80,5,20,0,0,0,4
81,5,20,15,0,1,4
82,5,20,30,0,1,4
83,5,20,45,0,1,4
84,5,21,0,0,1,4
85,5,21,15,0,1,4
86,5,21,30,0,1,4
87,5,21,45,0,1,4
88,5,22,0,0,1,4
89,5,22,15,0,1,4
90,5,22,30,0,1,4
91,5,22,45,0,1,4
92,5,23,0,0,1,4
93,5,23,15,0,0,4
94,5,23,30,0,0,4
95,5,23,45,0,0,4
0,6,0,0,0,0,5
1,6,0,15,0,0,5
2,6,0,30,0,0,5
3,6,0,45,0,0,5
4,6,1,0,0,0,5
5,6,1,15,0,0,5
6,6,1,30,0,0,5
7,6,1,45,0,0,5
8,6,2,0,0,0,5
9,6,2,15,0,0,5
10,6,2,30,0,0,5
11,6,2,45,0,0,5
12,6,3,0,0,0,5
13,6,3,15,0,0,5
14,6,3,30,0,0,5
15,6,3,45,0,0,5
16,6,4,0,0,0,5
17,6,4,15,0,0,5
18,6,4,30,0,0,5
19,6,4,45,0,0,5
20,6,5,0,0,0,5
21,6,5,15,0,0,5
22,6,5,30,0,0,5
23,6,5,45,0,0,5
24,6,6,0,0,0,5
25,6,6,15,0,0,5
26,6,6,30,0,0,5
27,6,6,45,0,0,5
28,6,7,0,0,0,5
29,6,7,15,0,0,5
30,6,7,30,0,0,5
31,6,7,45,0,0,5
32,6,8,0,0,0,5
33,6,8,15,0,0,5
34,6,8,30,0,0,5
35,6,8,45,0,0,5
36,6,9,0,0,0,5
37,6,9,15,0,0,5
38,6,9,30,0,0,5
39,6,9,45,0,0,5
40,6,10,0,0,0,5
41,6,10,15,1,0,5
42,6,10,30,0,0,5
43,6,10,45,1,0,5
44,6,11,0,1,0,5
45,6,11,15,1,0,5
46,6,11,30,1,0,5
47,6,11,45,1,0,5
48,6,12,0,1,0,5
49,6,12,15,1,0,5
50,6,12,30,1,0,5
51,6,12,45,1,0,5
52,6,13,0,1,0,5
53,6,13,15,1,0,5
54,6,13,30,1,0,5
55,6,13,45,1,0,5
56,6,14,0,1,0,5
57,6,14,15,1,0,5
58,6,14,30,1,0,5
59,6,14,45,1,0,5
60,6,15,0,1,0,5
61,6,15,15,1,0,5
62,6,15,30,1,0,5
63,6,15,45,1,0,5
64,6,16,0,1,0,5
65,6,16,15,1,0,5
66,6,16,30,1,0,5
67,6,16,45,1,0,5
68,6,17,0,1,0,5
69,6,17,15,1,0,5
70,6,17,30,1,0,5
71,6,17,45,1,0,5
72,6,18,0,1,0,5
73,6,18,15,1,0,5
74,6,18,30,1,0,5
75,6,18,45,0,0,5
76,6,19,0,1,0,5
77,6,19,15,0,0,5
78,6,19,30,0,1,5
79,6,19,45,0,0,5
80,6,20,0,0,1,5
81,6,20,15,0,1,5
82,6,20,30,0,1,5
83,6,20,45,0,1,5
84,6,21,0,0,1,5
85,6,21,15,0,1,5
86,6,21,30,0,1,5
87,6,21,45,0,1,5
88,6,22,0,0,1,5
89,6,22,15,0,1,5
90,6,22,30,0,1,5
91,6,22,45,0,1,5
92,6,23,0,0,0,5
93,6,23,15,0,0,5
94,6,23,30,0,0,5
95,6,23,45,0,0,5
0,7,0,0,0,0,6
1,7,0,15,0,0,6
2,7,0,30,0,0,6
3,7,0,45,0,0,6
4,7,1,0,0,0,6
5,7,1,15,0,0,6
6,7,1,30,0,0,6
7,7,1,45,0,0,6
8,7,2,0,0,0,6
9,7,2,15,0,0,6
10,7,2,30,0,0,6
11,7,2,45,0,0,6
12,7,3,0,0,0,6
13,7,3,15,0,0,6
14,7,3,30,0,0,6
15,7,3,45,0,0,6
16,7,4,0,0,0,6
17,7,4,15,0,0,6
18,7,4,30,0,0,6
19,7,4,45,0,0,6
20,7,5,0,0,0,6
21,7,5,15,0,0,6
22,7,5,30,0,0,6
23,7,5,45,0,0,6
24,7,6,0,0,0,6
25,7,6,15,0,0,6
26,7,6,30,0,0,6
27,7,6,45,0,0,6
28,7,7,0,0,0,6
29,7,7,15,0,0,6
30,7,7,30,0,0,6
31,7,7,45,0,0,6
32,7,8,0,0,0,6
33,7,8,15,0,0,6
34,7,8,30,0,0,6
35,7,8,45,0,0,6
36,7,9,0,0,0,6
37,7,9,15,0,0,6
38,7,9,30,0,0,6
39,7,9,45,0,0,6
40,7,10,0,0,0,6
41,7,10,15,1,0,6
42,7,10,30,1,0,6
43,7,10,45,0,0,6
44,7,11,0,1,0,6
45,7,11,15,1,0,6
46,7,11,30,1,0,6
47,7,11,45,1,0,6
48,7,12,0,1,0,6
49,7,12,15,1,0,6
50,7,12,30,1,0,6
51,7,12,45,1,0,6
52,7,13,0,1,0,6
53,7,13,15,1,0,6
54,7,13,30,1,0,6
55,7,13,45,1,0,6
56,7,14,0,1,0,6
57,7,14,15,1,0,6
58,7,14,30,1,0,6
59,7,14,45,1,0,6
60,7,15,0,1,0,6
61,7,15,15,1,0,6
62,7,15,30,1,0,6
63,7,15,45,1,0,6
64,7,16,0,1,0,6
65,7,16,15,1,0,6
66,7,16,30,1,0,6
67,7,16,45,1,0,6
68,7,17,0,1,0,6
69,7,17,15,1,0,6
70,7,17,30,1,0,6
71,7,17,45,1,0,6
72,7,18,0,1,0,6
73,7,18,15,1,0,6
74,7,18,30,1,0,6
75,7,18,45,1,0,6
76,7,19,0,1,0,6
77,7,19,15,0,0,6
78,7,19,30,0,0,6
79,7,19,45,0,0,6
80,7,20,0,0,1,6
81,7,20,15,0,1,6
82,7,20,30,0,1,6
83,7,20,45,0,1,6
84,7,21,0,0,1,6
85,7,21,15,0,1,6
86,7,21,30,0,1,6
87,7,21,45,0,1,6
88,7,22,0,0,1,6
89,7,22,15,0,1,6
90,7,22,30,0,1,6
91,7,22,45,0,1,6
92,7,23,0,0,0,6
93,7,23,15,0,0,6
94,7,23,30,0,0,6
95,7,23,45,0,0,6
0,8,0,0,0,0,0
1,8,0,15,0,0,0
2,8,0,30,0,0,0
3,8,0,45,0,0,0
4,8,1,0,0,0,0
5,8,1,15,0,0,0
6,8,1,30,0,0,0
7,8,1,45,0,0,0
8,8,2,0,0,0,0
9,8,2,15,0,0,0
10,8,2,30,0,0,0
11,8,2,45,0,0,0
12,8,3,0,0,0,0
13,8,3,15,0,0,0
14,8,3,30,0,0,0
15,8,3,45,0,0,0
16,8,4,0,0,0,0
17,8,4,15,0,0,0
18,8,4,30,0,0,0
19,8,4,45,0,0,0
20,8,5,0,0,0,0
21,8,5,15,0,1,0
22,8,5,30,0,1,0
23,8,5,45,0,1,0
24,8,6,0,0,1,0
25,8,6,15,0,1,0
26,8,6,30,0,1,0
27,8,6,45,0,1,0
28,8,7,0,0,0,0
29,8,7,15,0,0,0
30,8,7,30,0,0,0
31,8,7,45,0,0,0
32,8,8,0,0,0,0
33,8,8,15,0,0,0
34,8,8,30,0,0,0
35,8,8,45,0,0,0
36,8,9,0,0,0,0
37,8,9,15,0,0,0
38,8,9,30,0,1,0
39,8,9,45,0,0,0
40,8,10,0,0,0,0
41,8,10,15,0,0,0
42,8,10,30,0,0,0
43,8,10,45,0,0,0
44,8,11,0,0,0,0
45,8,11,15,0,0,0
46,8,11,30,0,0,0
47,8,11,45,0,0,0
48,8,12,0,0,0,0
49,8,12,15,0,0,0
50,8,12,30,0,0,0
51,8,12,45,0,0,0
52,8,13,0,0,0,0
53,8,13,15,0,1,0
54,8,13,30,0,0,0
55,8,13,45,0,0,0
56,8,14,0,0,0,0
57,8,14,15,0,0,0
58,8,14,30,0,0,0
59,8,14,45,0,0,0
60,8,15,0,0,0,0
61,8,15,15,0,0,0
62,8,15,30,1,0,0
63,8,15,45,0,0,0
64,8,16,0,1,0,0
65,8,16,15,0,0,0
66,8,16,30,1,0,0
67,8,16,45,1,0,0
68,8,17,0,1,0,0
69,8,17,15,1,0,0
70,8,17,30,1,0,0
71,8,17,45,1,0,0
72,8,18,0,1,0,0
73,8,18,15,1,0,0
74,8,18,30,1,0,0
75,8,18,45,1,0,0
76,8,19,0,1,0,0
77,8,19,15,1,0,0
78,8,19,30,1,0,0
79,8,19,45,1,0,0
80,8,20,0,1,0,0
81,8,20,15,1,0,0
82,8,20,30,1,0,0
83,8,20,45,1,0,0
84,8,21,0,1,0,0
85,8,21,15,1,0,0
86,8,21,30,0,0,0
87,8,21,45,0,0,0
88,8,22,0,0,0,0
89,8,22,15,0,0,0
90,8,22,30,0,0,0
91,8,22,45,0,0,0
92,8,23,0,0,0,0
93,8,23,15,0,0,0
94,8,23,30,1,1,0
95,8,23,45,0,0,0
0,9,0,0,0,0,1
1,9,0,15,0,0,1
2,9,0,30,0,0,1
3,9,0,45,0,0,1
4,9,1,0,0,0,1
5,9,1,15,0,0,1
6,9,1,30,0,0,1
7,9,1,45,0,0,1
8,9,2,0,0,0,1
9,9,2,15,0,1,1
10,9,2,30,0,0,1
11,9,2,45,0,0,1
12,9,3,0,0,0,1
13,9,3,15,0,0,1
14,9,3,30,0,0,1
15,9,3,45,0,0,1
16,9,4,0,0,0,1
17,9,4,15,0,0,1
18,9,4,30,0,0,1
19,9,4,45,0,0,1
20,9,5,0,0,0,1
21,9,5,15,0,0,1
22,9,5,30,0,0,1
23,9,5,45,0,1,1
24,9,6,0,0,1,1
25,9,6,15,0,1,1
26,9,6,30,0,0,1
27,9,6,45,0,1,1
28,9,7,0,0,0,1
29,9,7,15,0,1,1
30,9,7,30,0,0,1
31,9,7,45,0,0,1
32,9,8,0,0,0,1
33,9,8,15,0,0,1
34,9,8,30,0,0,1
35,9,8,45,0,0,1
36,9,9,0,0,0,1
37,9,9,15,0,0,1
38,9,9,30,0,0,1
39,9,9,45,0,0,1
40,9,10,0,0,0,1
41,9,10,15,0,0,1
42,9,10,30,0,0,1
43,9,10,45,0,0,1
44,9,11,0,0,0,1
45,9,11,15,0,0,1
46,9,11,30,0,0,1
47,9,11,45,0,0,1
48,9,12,0,0,0,1
49,9,12,15,0,0,1
50,9,12,30,0,0,1
51,9,12,45,0,0,1
52,9,13,0,0,0,1
53,9,13,15,0,0,1
54,9,13,30,0,0,1
55,9,13,45,0,0,1
56,9,14,0,0,0,1
57,9,14,15,0,0,1
58,9,14,30,0,0,1
59,9,14,45,0,0,1
60,9,15,0,0,0,1
61,9,15,15,0,0,1
62,9,15,30,1,0,1
63,9,15,45,1,0,1
64,9,16,0,1,0,1
65,9,16,15,1,0,1
66,9,16,30,1,0,1
67,9,16,45,1,0,1
68,9,17,0,1,0,1
69,9,17,15,1,0,1
70,9,17,30,1,0,1
71,9,17,45,1,0,1
72,9,18,0,1,0,1
73,9,18,15,1,0,1
74,9,18,30,1,0,1
75,9,18,45,1,0,1
76,9,19,0,1,0,1
77,9,19,15,1,0,1
78,9,19,30,1,0,1
79,9,19,45,1,0,1
80,9,20,0,1,0,1
81,9,20,15,1,1,1
82,9,20,30,1,0,1
83,9,20,45,0,0,1
84,9,21,0,0,0,1
85,9,21,15,0,0,1
86,9,21,30,0,0,1
87,9,21,45,0,0,1
88,9,22,0,0,0,1
89,9,22,15,0,0,1
90,9,22,30,0,0,1
91,9,22,45,0,0,1
92,9,23,0,0,0,1
93,9,23,15,0,0,1
94,9,23,30,0,0,1
95,9,23,45,0,0,1
0,10,0,0,0,0,2
1,10,0,15,0,0,2
2,10,0,30,0,0,2
3,10,0,45,0,0,2
4,10,1,0,0,0,2
5,10,1,15,0,0,2
6,10,1,30,0,0,2
7,10,1,45,0,0,2
8,10,2,0,0,0,2
9,10,2,15,0,0,2
10,10,2,30,0,0,2
11,10,2,45,0,0,2
12,10,3,0,0,0,2
13,10,3,15,0,0,2
14,10,3,30,0,0,2
15,10,3,45,0,0,2
16,10,4,0,0,0,2
17,10,4,15,0,0,2
18,10,4,30,0,0,2
19,10,4,45,0,0,2
20,10,5,0,0,0,2
21,10,5,15,0,1,2
22,10,5,30,0,1,2
23,10,5,45,0,1,2
24,10,6,0,0,1,2
25,10,6,15,0,0,2
26,10,6,30,0,1,2
27,10,6,45,0,1,2
28,10,7,0,0,1,2
29,10,7,15,0,0,2
30,10,7,30,0,0,2
31,10,7,45,0,0,2
32,10,8,0,0,0,2
33,10,8,15,0,0,2
34,10,8,30,0,0,2
35,10,8,45,0,0,2
36,10,9,0,0,0,2
37,10,9,15,0,0,2
38,10,9,30,0,0,2
39,10,9,45,0,0,2
40,10,10,0,0,0,2
41,10,10,15,0,0,2
42,10,10,30,0,0,2
43,10,10,45,0,0,2
44,10,11,0,0,0,2
45,10,11,15,0,0,2
46,10,11,30,0,0,2
47,10,11,45,0,0,2
48,10,12,0,0,0,2
49,10,12,15,0,0,2
50,10,12,30,0,0,2
51,10,12,45,0,0,2
52,10,13,0,0,0,2
53,10,13,15,0,0,2
54,10,13,30,0,0,2
55,10,13,45,0,0,2
56,10,14,0,0,1,2
57,10,14,15,0,0,2
58,10,14,30,0,0,2
59,10,14,45,0,0,2
60,10,15,0,0,0,2
61,10,15,15,0,0,2
62,10,15,30,0,0,2
63,10,15,45,1,0,2
64,10,16,0,1,0,2
65,10,16,15,0,1,2
66,10,16,30,1,0,2
67,10,16,45,1,0,2
68,10,17,0,1,0,2
69,10,17,15,1,0,2
70,10,17,30,1,0,2
71,10,17,45,1,0,2
72,10,18,0,1,0,2
73,10,18,15,1,0,2
74,10,18,30,1,0,2
75,10,18,45,1,0,2
76,10,19,0,1,0,2
77,10,19,15,1,0,2
78,10,19,30,1,0,2
79,10,19,45,1,0,2
80,10,20,0,1,0,2
81,10,20,15,1,0,2
82,10,20,30,1,0,2
83,10,20,45,1,0,2
84,10,21,0,0,1,2
85,10,21,15,0,0,2
86,10,21,30,0,0,2
87,10,21,45,0,0,2
88,10,22,0,0,0,2
89,10,22,15,0,0,2
90,10,22,30,0,0,2
91,10,22,45,0,0,2
92,10,23,0,0,0,2
93,10,23,15,0,0,2
94,10,23,30,0,0,2
95,10,23,45,0,0,2
0,11,0,0,0,0,3
1,11,0,15,0,0,3
2,11,0,30,0,0,3
3,11,0,45,0,0,3
4,11,1,0,0,0,3
5,11,1,15,0,0,3
6,11,1,30,0,0,3
7,11,1,45,0,0,3
8,11,2,0,0,0,3
9,11,2,15,0,0,3
10,11,2,30,0,0,3
11,11,2,45,0,0,3
12,11,3,0,0,0,3
13,11,3,15,0,0,3
14,11,3,30,0,0,3
15,11,3,45,0,0,3
16,11,4,0,1,0,3
17,11,4,15,0,0,3
18,11,4,30,0,0,3
19,11,4,45,0,0,3
20,11,5,0,0,0,3
21,11,5,15,0,0,3
22,11,5,30,0,0,3
23,11,5,45,0,1,3
24,11,6,0,0,1,3
25,11,6,15,0,1,3
26,11,6,30,0,1,3
27,11,6,45,0,1,3
28,11,7,0,0,1,3
29,11,7,15,0,0,3
30,11,7,30,0,0,3
31,11,7,45,0,0,3
32,11,8,0,0,0,3
33,11,8,15,0,0,3
34,11,8,30,0,0,3
